PeriodEnd,PeriodStart,Period,AirTemp,Azimuth,CloudOpacity,Dhi,Dni,Ghi,Zenith
2021-08-17T07:00:00Z,2021-08-17T06:00:00Z,PT60M,13.2,-85,60.2,64,0,64,76
2021-08-17T08:00:00Z,2021-08-17T07:00:00Z,PT60M,13.5,-97,70.0,95,0,95,67
2021-08-17T09:00:00Z,2021-08-17T08:00:00Z,PT60M,13.8,-110,68.4,148,0,148,59
2021-08-17T10:00:00Z,2021-08-17T09:00:00Z,PT60M,14.1,-125,67.0,194,0,194,51
2021-08-17T11:00:00Z,2021-08-17T10:00:00Z,PT60M,14.3,-143,67.9,220,0,220,44
2021-08-17T12:00:00Z,2021-08-17T11:00:00Z,PT60M,14.5,-164,58.5,307,0,307,40
2021-08-17T13:00:00Z,2021-08-17T12:00:00Z,PT60M,14.8,174,62.8,279,0,279,39
2021-08-17T14:00:00Z,2021-08-17T13:00:00Z,PT60M,15.1,152,64.1,258,0,258,42
2021-08-17T15:00:00Z,2021-08-17T14:00:00Z,PT60M,15.3,132,62.0,241,0,241,48
2021-08-17T16:00:00Z,2021-08-17T15:00:00Z,PT60M,15.4,116,53.6,243,0,243,55
2021-08-17T17:00:00Z,2021-08-17T16:00:00Z,PT60M,15.2,103,48.9,201,0,201,64
2021-08-17T18:00:00Z,2021-08-17T17:00:00Z,PT60M,15.0,90,57.0,102,0,102,73
2021-08-17T19:00:00Z,2021-08-17T18:00:00Z,PT60M,14.8,78,45.4,49,0,49,82
2021-08-17T20:00:00Z,2021-08-17T19:00:00Z,PT60M,14.7,66,37.7,5,0,5,90
2021-08-17T21:00:00Z,2021-08-17T20:00:00Z,PT60M,14.5,54,43.6,0,0,0,98
2021-08-17T22:00:00Z,2021-08-17T21:00:00Z,PT60M,14.4,41,60.3,0,0,0,105
2021-08-17T23:00:00Z,2021-08-17T22:00:00Z,PT60M,14.3,27,56.5,0,0,0,110
2021-08-18T00:00:00Z,2021-08-17T23:00:00Z,PT60M,14.3,11,72.4,0,0,0,113
2021-08-18T01:00:00Z,2021-08-18T00:00:00Z,PT60M,14.2,-5,70.2,0,0,0,113
2021-08-18T02:00:00Z,2021-08-18T01:00:00Z,PT60M,14.0,-20,43.1,0,0,0,111
2021-08-18T03:00:00Z,2021-08-18T02:00:00Z,PT60M,13.7,-35,33.0,0,0,0,107
2021-08-18T04:00:00Z,2021-08-18T03:00:00Z,PT60M,13.5,-49,32.8,0,0,0,101
2021-08-18T05:00:00Z,2021-08-18T04:00:00Z,PT60M,13.2,-61,29.1,0,0,0,94
2021-08-18T06:00:00Z,2021-08-18T05:00:00Z,PT60M,13.0,-73,33.5,19,7,19,85
2021-08-18T07:00:00Z,2021-08-18T06:00:00Z,PT60M,13.2,-85,62.1,60,0,60,77
2021-08-18T08:00:00Z,2021-08-18T07:00:00Z,PT60M,13.8,-97,52.6,149,0,149,68
2021-08-18T09:00:00Z,2021-08-18T08:00:00Z,PT60M,14.7,-110,50.2,232,0,232,59
2021-08-18T10:00:00Z,2021-08-18T09:00:00Z,PT60M,15.4,-125,55.3,261,0,261,51
2021-08-18T11:00:00Z,2021-08-18T10:00:00Z,PT60M,15.8,-143,57.9,285,0,285,45
2021-08-18T12:00:00Z,2021-08-18T11:00:00Z,PT60M,15.7,-164,63.8,264,0,264,41
2021-08-18T13:00:00Z,2021-08-18T12:00:00Z,PT60M,15.4,173,63.4,268,0,268,40
2021-08-18T14:00:00Z,2021-08-18T13:00:00Z,PT60M,15.3,152,60.3,275,0,275,43
2021-08-18T15:00:00Z,2021-08-18T14:00:00Z,PT60M,15.3,133,60.6,240,0,240,48
2021-08-18T16:00:00Z,2021-08-18T15:00:00Z,PT60M,15.6,117,58.5,205,0,205,55
2021-08-18T17:00:00Z,2021-08-18T16:00:00Z,PT60M,15.8,103,58.8,143,0,143,64
2021-08-18T18:00:00Z,2021-08-18T17:00:00Z,PT60M,15.2,90,53.0,90,0,90,73
2021-08-18T19:00:00Z,2021-08-18T18:00:00Z,PT60M,14.6,78,33.8,45,0,45,82
2021-08-18T20:00:00Z,2021-08-18T19:00:00Z,PT60M,14.2,67,54.9,3,0,3,90
2021-08-18T21:00:00Z,2021-08-18T20:00:00Z,PT60M,13.8,54,57.2,0,0,0,98
2021-08-18T22:00:00Z,2021-08-18T21:00:00Z,PT60M,13.5,41,40.3,0,0,0,105
2021-08-18T23:00:00Z,2021-08-18T22:00:00Z,PT60M,13.1,27,38.6,0,0,0,110
2021-08-19T00:00:00Z,2021-08-18T23:00:00Z,PT60M,12.9,11,60.3,0,0,0,113
2021-08-19T01:00:00Z,2021-08-19T00:00:00Z,PT60M,13.2,-5,43.2,0,0,0,113
2021-08-19T02:00:00Z,2021-08-19T01:00:00Z,PT60M,13.4,-20,35.0,0,0,0,111
2021-08-19T03:00:00Z,2021-08-19T02:00:00Z,PT60M,13.5,-35,38.4,0,0,0,107
2021-08-19T04:00:00Z,2021-08-19T03:00:00Z,PT60M,13.3,-49,62.0,0,0,0,101
2021-08-19T05:00:00Z,2021-08-19T04:00:00Z,PT60M,13.2,-62,57.8,0,0,0,94
2021-08-19T06:00:00Z,2021-08-19T05:00:00Z,PT60M,13.3,-74,44.8,21,0,21,86
2021-08-19T07:00:00Z,2021-08-19T06:00:00Z,PT60M,13.9,-85,49.4,76,50,92,77
2021-08-19T08:00:00Z,2021-08-19T07:00:00Z,PT60M,15.0,-97,33.6,180,91,210,68
2021-08-19T09:00:00Z,2021-08-19T08:00:00Z,PT60M,16.2,-111,57.5,196,0,196,59
2021-08-19T10:00:00Z,2021-08-19T09:00:00Z,PT60M,16.9,-126,58.2,243,0,243,51
2021-08-19T11:00:00Z,2021-08-19T10:00:00Z,PT60M,16.1,-143,68.3,215,0,215,45
2021-08-19T12:00:00Z,2021-08-19T11:00:00Z,PT60M,15.3,-164,61.6,283,0,283,41
2021-08-19T13:00:00Z,2021-08-19T12:00:00Z,PT60M,16.2,173,59.7,301,0,301,40
2021-08-19T14:00:00Z,2021-08-19T13:00:00Z,PT60M,17.9,152,54.3,325,0,325,43
2021-08-19T15:00:00Z,2021-08-19T14:00:00Z,PT60M,18.9,133,34.0,288,195,413,48
2021-08-19T16:00:00Z,2021-08-19T15:00:00Z,PT60M,18.7,117,33.4,245,172,343,56
2021-08-19T17:00:00Z,2021-08-19T16:00:00Z,PT60M,18.5,103,20.1,187,259,304,64
2021-08-19T18:00:00Z,2021-08-19T17:00:00Z,PT60M,18.0,90,24.9,131,130,167,73
2021-08-19T19:00:00Z,2021-08-19T18:00:00Z,PT60M,16.7,79,35.9,43,61,56,82
2021-08-19T20:00:00Z,2021-08-19T19:00:00Z,PT60M,15.0,67,54.7,3,0,3,91
2021-08-19T21:00:00Z,2021-08-19T20:00:00Z,PT60M,14.0,54,64.3,0,0,0,99
2021-08-19T22:00:00Z,2021-08-19T21:00:00Z,PT60M,13.3,41,45.3,0,0,0,105
2021-08-19T23:00:00Z,2021-08-19T22:00:00Z,PT60M,12.8,27,34.0,0,0,0,110
2021-08-20T00:00:00Z,2021-08-19T23:00:00Z,PT60M,12.3,11,60.9,0,0,0,113
2021-08-20T01:00:00Z,2021-08-20T00:00:00Z,PT60M,12.0,-5,38.6,0,0,0,114
2021-08-20T02:00:00Z,2021-08-20T01:00:00Z,PT60M,11.8,-20,24.4,0,0,0,112
2021-08-20T03:00:00Z,2021-08-20T02:00:00Z,PT60M,11.8,-35,3.1,0,0,0,108
2021-08-20T04:00:00Z,2021-08-20T03:00:00Z,PT60M,11.7,-49,32.6,0,0,0,102
2021-08-20T05:00:00Z,2021-08-20T04:00:00Z,PT60M,11.8,-62,51.4,0,0,0,94
2021-08-20T06:00:00Z,2021-08-20T05:00:00Z,PT60M,12.4,-74,39.7,20,0,20,86
2021-08-20T07:00:00Z,2021-08-20T06:00:00Z,PT60M,13.8,-86,15.9,99,117,126,77
2021-08-20T08:00:00Z,2021-08-20T07:00:00Z,PT60M,15.4,-98,0.0,115,467,291,68
2021-08-20T09:00:00Z,2021-08-20T08:00:00Z,PT60M,17.0,-111,6.3,196,407,400,59
2021-08-20T10:00:00Z,2021-08-20T09:00:00Z,PT60M,18.4,-126,31.4,323,82,376,51
2021-08-20T11:00:00Z,2021-08-20T10:00:00Z,PT60M,19.6,-144,23.9,376,156,482,45
2021-08-20T12:00:00Z,2021-08-20T11:00:00Z,PT60M,20.3,-164,47.5,358,1,359,41
2021-08-20T13:00:00Z,2021-08-20T12:00:00Z,PT60M,20.1,173,40.7,410,0,410,40
2021-08-20T14:00:00Z,2021-08-20T13:00:00Z,PT60M,19.7,152,58.5,273,0,273,43
2021-08-20T15:00:00Z,2021-08-20T14:00:00Z,PT60M,20.0,133,68.3,183,0,183,49
2021-08-20T16:00:00Z,2021-08-20T15:00:00Z,PT60M,19.9,117,52.6,221,0,221,56
2021-08-20T17:00:00Z,2021-08-20T16:00:00Z,PT60M,19.4,103,40.0,196,0,196,65
2021-08-20T18:00:00Z,2021-08-20T17:00:00Z,PT60M,18.9,91,44.9,107,0,107,73
2021-08-20T19:00:00Z,2021-08-20T18:00:00Z,PT60M,17.8,79,51.8,31,0,31,82
2021-08-20T20:00:00Z,2021-08-20T19:00:00Z,PT60M,17.1,67,85.9,1,0,1,91
2021-08-20T21:00:00Z,2021-08-20T20:00:00Z,PT60M,16.8,54,94.5,0,0,0,99
2021-08-20T22:00:00Z,2021-08-20T21:00:00Z,PT60M,16.6,41,89.8,0,0,0,106
2021-08-20T23:00:00Z,2021-08-20T22:00:00Z,PT60M,16.4,27,76.0,0,0,0,111
2021-08-21T00:00:00Z,2021-08-20T23:00:00Z,PT60M,16.1,11,51.5,0,0,0,114
2021-08-21T01:00:00Z,2021-08-21T00:00:00Z,PT60M,15.7,-5,75.0,0,0,0,114
2021-08-21T02:00:00Z,2021-08-21T01:00:00Z,PT60M,15.5,-21,74.6,0,0,0,112
2021-08-21T03:00:00Z,2021-08-21T02:00:00Z,PT60M,15.3,-35,89.7,0,0,0,108
2021-08-21T04:00:00Z,2021-08-21T03:00:00Z,PT60M,15.2,-49,81.2,0,0,0,102
2021-08-21T05:00:00Z,2021-08-21T04:00:00Z,PT60M,14.8,-62,84.5,0,0,0,94
2021-08-21T06:00:00Z,2021-08-21T05:00:00Z,PT60M,14.6,-74,66.0,6,0,6,86
2021-08-21T07:00:00Z,2021-08-21T06:00:00Z,PT60M,15.1,-86,85.8,11,0,11,77
2021-08-21T08:00:00Z,2021-08-21T07:00:00Z,PT60M,15.7,-98,92.5,12,0,12,68
2021-08-21T09:00:00Z,2021-08-21T08:00:00Z,PT60M,16.2,-111,78.1,69,0,69,60
2021-08-21T10:00:00Z,2021-08-21T09:00:00Z,PT60M,16.6,-126,71.0,123,0,123,52
2021-08-21T11:00:00Z,2021-08-21T10:00:00Z,PT60M,16.8,-144,74.9,130,0,130,45
2021-08-21T12:00:00Z,2021-08-21T11:00:00Z,PT60M,16.6,-164,74.6,153,0,153,41
2021-08-21T13:00:00Z,2021-08-21T12:00:00Z,PT60M,16.7,173,69.9,191,0,191,41
2021-08-21T14:00:00Z,2021-08-21T13:00:00Z,PT60M,17.0,152,74.6,160,0,160,43
2021-08-21T15:00:00Z,2021-08-21T14:00:00Z,PT60M,16.6,133,74.7,149,0,149,49
2021-08-21T16:00:00Z,2021-08-21T15:00:00Z,PT60M,15.6,117,72.5,130,0,130,56
2021-08-21T17:00:00Z,2021-08-21T16:00:00Z,PT60M,15.4,103,54.4,151,0,151,65
2021-08-21T18:00:00Z,2021-08-21T17:00:00Z,PT60M,16.1,91,22.0,121,85,140,74
2021-08-21T19:00:00Z,2021-08-21T18:00:00Z,PT60M,15.9,79,4.4,45,106,61,83
2021-08-21T20:00:00Z,2021-08-21T19:00:00Z,PT60M,14.9,67,45.6,2,0,2,91
2021-08-21T21:00:00Z,2021-08-21T20:00:00Z,PT60M,14.2,55,57.3,0,0,0,99
2021-08-21T22:00:00Z,2021-08-21T21:00:00Z,PT60M,13.8,41,85.6,0,0,0,106
2021-08-21T23:00:00Z,2021-08-21T22:00:00Z,PT60M,13.7,27,86.1,0,0,0,111
2021-08-22T00:00:00Z,2021-08-21T23:00:00Z,PT60M,13.4,11,74.6,0,0,0,114
2021-08-22T01:00:00Z,2021-08-22T00:00:00Z,PT60M,13.2,-5,82.1,0,0,0,114
2021-08-22T02:00:00Z,2021-08-22T01:00:00Z,PT60M,13.1,-21,95.8,0,0,0,112
2021-08-22T03:00:00Z,2021-08-22T02:00:00Z,PT60M,12.7,-36,70.4,0,0,0,108
2021-08-22T04:00:00Z,2021-08-22T03:00:00Z,PT60M,12.7,-49,30.4,0,0,0,102
2021-08-22T05:00:00Z,2021-08-22T04:00:00Z,PT60M,12.8,-62,51.6,0,0,0,95
2021-08-22T06:00:00Z,2021-08-22T05:00:00Z,PT60M,13.2,-74,50.0,14,0,14,86
2021-08-22T07:00:00Z,2021-08-22T06:00:00Z,PT60M,13.8,-86,69.0,44,0,44,77
2021-08-22T08:00:00Z,2021-08-22T07:00:00Z,PT60M,14.5,-98,69.8,89,0,89,69
2021-08-22T09:00:00Z,2021-08-22T08:00:00Z,PT60M,14.8,-111,57.6,186,0,186,60
2021-08-22T10:00:00Z,2021-08-22T09:00:00Z,PT60M,15.1,-126,59.7,226,0,226,52
2021-08-22T11:00:00Z,2021-08-22T10:00:00Z,PT60M,15.4,-144,65.6,226,0,226,46
2021-08-22T12:00:00Z,2021-08-22T11:00:00Z,PT60M,16.1,-165,64.2,255,0,255,42
2021-08-22T13:00:00Z,2021-08-22T12:00:00Z,PT60M,17.6,173,67.1,238,0,238,41
2021-08-22T14:00:00Z,2021-08-22T13:00:00Z,PT60M,18.8,152,35.4,252,267,440,44
2021-08-22T15:00:00Z,2021-08-22T14:00:00Z,PT60M,18.8,133,9.7,224,502,552,49
2021-08-22T16:00:00Z,2021-08-22T15:00:00Z,PT60M,18.5,117,0.0,113,703,499,57
2021-08-22T17:00:00Z,2021-08-22T16:00:00Z,PT60M,18.1,103,0.0,93,635,361,65
2021-08-22T18:00:00Z,2021-08-22T17:00:00Z,PT60M,17.6,91,0.0,69,511,212,74
2021-08-22T19:00:00Z,2021-08-22T18:00:00Z,PT60M,16.5,79,0.0,37,251,73,83
2021-08-22T20:00:00Z,2021-08-22T19:00:00Z,PT60M,14.8,67,0.0,2,6,3,92
2021-08-22T21:00:00Z,2021-08-22T20:00:00Z,PT60M,13.7,55,16.5,0,0,0,100
2021-08-22T22:00:00Z,2021-08-22T21:00:00Z,PT60M,13.4,41,7.0,0,0,0,106
2021-08-22T23:00:00Z,2021-08-22T22:00:00Z,PT60M,13.5,27,11.3,0,0,0,111
2021-08-23T00:00:00Z,2021-08-22T23:00:00Z,PT60M,13.7,11,69.7,0,0,0,114
2021-08-23T01:00:00Z,2021-08-23T00:00:00Z,PT60M,14.0,-5,54.2,0,0,0,115
2021-08-23T02:00:00Z,2021-08-23T01:00:00Z,PT60M,14.3,-21,36.2,0,0,0,113
2021-08-23T03:00:00Z,2021-08-23T02:00:00Z,PT60M,14.6,-36,47.7,0,0,0,108
2021-08-23T04:00:00Z,2021-08-23T03:00:00Z,PT60M,14.4,-50,45.0,0,0,0,102
2021-08-23T05:00:00Z,2021-08-23T04:00:00Z,PT60M,13.9,-62,23.2,0,0,0,95
2021-08-23T06:00:00Z,2021-08-23T05:00:00Z,PT60M,13.9,-75,22.3,17,1,17,87
2021-08-23T07:00:00Z,2021-08-23T06:00:00Z,PT60M,14.6,-86,19.7,95,48,109,78
2021-08-23T08:00:00Z,2021-08-23T07:00:00Z,PT60M,15.7,-99,20.1,194,84,220,69
2021-08-23T09:00:00Z,2021-08-23T08:00:00Z,PT60M,16.9,-112,45.2,231,4,232,60
2021-08-23T10:00:00Z,2021-08-23T09:00:00Z,PT60M,18.1,-127,38.9,337,11,344,52
2021-08-23T11:00:00Z,2021-08-23T10:00:00Z,PT60M,19.1,-144,25.7,398,132,490,46
2021-08-23T12:00:00Z,2021-08-23T11:00:00Z,PT60M,19.9,-165,16.5,339,354,602,42
2021-08-23T13:00:00Z,2021-08-23T12:00:00Z,PT60M,20.3,173,9.0,242,567,667,41
2021-08-23T14:00:00Z,2021-08-23T13:00:00Z,PT60M,20.7,152,3.8,160,714,672,44
2021-08-23T15:00:00Z,2021-08-23T14:00:00Z,PT60M,20.9,133,0.0,101,802,620,50
2021-08-23T16:00:00Z,2021-08-23T15:00:00Z,PT60M,20.9,117,0.0,93,756,505,57
2021-08-23T17:00:00Z,2021-08-23T16:00:00Z,PT60M,20.6,104,0.0,84,668,363,65
2021-08-23T18:00:00Z,2021-08-23T17:00:00Z,PT60M,19.4,91,31.0,119,91,150,74
2021-08-23T19:00:00Z,2021-08-23T18:00:00Z,PT60M,17.3,79,34.0,40,40,45,83
2021-08-23T20:00:00Z,2021-08-23T19:00:00Z,PT60M,15.5,67,54.2,0,0,0,92
2021-08-23T21:00:00Z,2021-08-23T20:00:00Z,PT60M,14.6,55,69.5,0,0,0,100
2021-08-23T22:00:00Z,2021-08-23T21:00:00Z,PT60M,14.2,41,54.9,0,0,0,107
2021-08-23T23:00:00Z,2021-08-23T22:00:00Z,PT60M,13.9,27,90.8,0,0,0,112
2021-08-24T00:00:00Z,2021-08-23T23:00:00Z,PT60M,13.3,11,58.2,0,0,0,115
2021-08-24T01:00:00Z,2021-08-24T00:00:00Z,PT60M,12.6,-5,58.7,0,0,0,115
2021-08-24T02:00:00Z,2021-08-24T01:00:00Z,PT60M,12.1,-21,36.6,0,0,0,113
2021-08-24T03:00:00Z,2021-08-24T02:00:00Z,PT60M,11.9,-36,28.7,0,0,0,109
2021-08-24T04:00:00Z,2021-08-24T03:00:00Z,PT60M,11.8,-50,6.0,0,0,0,103
2021-08-24T05:00:00Z,2021-08-24T04:00:00Z,PT60M,11.8,-63,0.0,0,0,0,95
2021-08-24T06:00:00Z,2021-08-24T05:00:00Z,PT60M,12.2,-75,23.7,13,24,15,87
2021-08-24T07:00:00Z,2021-08-24T06:00:00Z,PT60M,13.6,-87,77.4,32,0,32,78
2021-08-24T08:00:00Z,2021-08-24T07:00:00Z,PT60M,15.2,-99,66.9,98,0,98,69
2021-08-24T09:00:00Z,2021-08-24T08:00:00Z,PT60M,15.9,-112,58.9,178,0,178,60
2021-08-24T10:00:00Z,2021-08-24T09:00:00Z,PT60M,16.1,-127,71.5,159,0,159,53
2021-08-24T11:00:00Z,2021-08-24T10:00:00Z,PT60M,16.4,-145,62.3,245,0,245,46
2021-08-24T12:00:00Z,2021-08-24T11:00:00Z,PT60M,17.0,-165,72.1,196,0,196,42
2021-08-24T13:00:00Z,2021-08-24T12:00:00Z,PT60M,17.5,173,63.8,258,0,258,42
2021-08-24T14:00:00Z,2021-08-24T13:00:00Z,PT60M,18.0,152,64.4,241,0,241,45
2021-08-24T15:00:00Z,2021-08-24T14:00:00Z,PT60M,18.1,133,61.4,230,0,230,50
2021-08-24T16:00:00Z,2021-08-24T15:00:00Z,PT60M,18.1,117,56.4,211,0,211,57
2021-08-24T17:00:00Z,2021-08-24T16:00:00Z,PT60M,18.1,104,56.6,148,0,148,66
2021-08-24T18:00:00Z,2021-08-24T17:00:00Z,PT60M,17.4,91,51.0,91,0,91,75
2021-08-24T19:00:00Z,2021-08-24T18:00:00Z,PT60M,16.6,79,27.4,38,39,43,84
2021-08-24T20:00:00Z,2021-08-24T19:00:00Z,PT60M,16.0,67,44.4,1,0,1,92
2021-08-24T21:00:00Z,2021-08-24T20:00:00Z,PT60M,15.6,55,54.9,0,0,0,100
2021-08-24T22:00:00Z,2021-08-24T21:00:00Z,PT60M,14.5,41,16.4,0,0,0,107
2021-08-24T23:00:00Z,2021-08-24T22:00:00Z,PT60M,13.4,27,0.0,0,0,0,112
2021-08-25T00:00:00Z,2021-08-24T23:00:00Z,PT60M,13.0,11,21.1,0,0,0,115
2021-08-25T01:00:00Z,2021-08-25T00:00:00Z,PT60M,12.7,-5,62.0,0,0,0,115
2021-08-25T02:00:00Z,2021-08-25T01:00:00Z,PT60M,12.6,-21,57.8,0,0,0,113
2021-08-25T03:00:00Z,2021-08-25T02:00:00Z,PT60M,13.3,-36,37.8,0,0,0,109
2021-08-25T04:00:00Z,2021-08-25T03:00:00Z,PT60M,14.3,-50,34.4,0,0,0,103
2021-08-25T05:00:00Z,2021-08-25T04:00:00Z,PT60M,14.5,-63,41.7,0,0,0,95
2021-08-25T06:00:00Z,2021-08-25T05:00:00Z,PT60M,14.4,-75,27.2,14,14,15,87
2021-08-25T07:00:00Z,2021-08-25T06:00:00Z,PT60M,14.4,-87,67.7,43,0,43,78
2021-08-25T08:00:00Z,2021-08-25T07:00:00Z,PT60M,14.7,-99,70.4,87,0,87,69
2021-08-25T09:00:00Z,2021-08-25T08:00:00Z,PT60M,15.1,-112,69.5,135,0,135,61
2021-08-25T10:00:00Z,2021-08-25T09:00:00Z,PT60M,15.9,-127,76.4,134,0,134,53
2021-08-25T11:00:00Z,2021-08-25T10:00:00Z,PT60M,17.0,-145,69.9,199,0,199,47
2021-08-25T12:00:00Z,2021-08-25T11:00:00Z,PT60M,17.7,-165,66.0,241,0,241,43
2021-08-25T13:00:00Z,2021-08-25T12:00:00Z,PT60M,18.6,173,52.1,341,0,341,42
2021-08-25T14:00:00Z,2021-08-25T13:00:00Z,PT60M,19.7,152,15.0,301,382,567,45
2021-08-25T15:00:00Z,2021-08-25T14:00:00Z,PT60M,20.3,133,4.2,202,561,558,50
2021-08-25T16:00:00Z,2021-08-25T15:00:00Z,PT60M,20.6,118,11.8,197,390,414,58
2021-08-25T17:00:00Z,2021-08-25T16:00:00Z,PT60M,20.7,104,37.4,203,0,203,66
2021-08-25T18:00:00Z,2021-08-25T17:00:00Z,PT60M,20.0,91,25.1,104,81,121,75
2021-08-25T19:00:00Z,2021-08-25T18:00:00Z,PT60M,18.1,80,10.1,36,84,48,84
2021-08-25T20:00:00Z,2021-08-25T19:00:00Z,PT60M,16.0,68,26.6,1,0,1,93
2021-08-25T21:00:00Z,2021-08-25T20:00:00Z,PT60M,15.0,55,32.3,0,0,0,100
2021-08-25T22:00:00Z,2021-08-25T21:00:00Z,PT60M,14.5,42,0.0,0,0,0,107
